country,gender,age,yr_mrr,chd,chda,edu,physio,raf,rel,safety,love4,happy,esteem2,love5,love3,esteem1,sact,love2,love1,ms1,ms2,ms3,scoll1,scoll2,scoll3,scoll4,icoll1,icoll2,icoll3,icoll4
Kazakhstan,1,42,19,2,2,3,3,2,5,4,1,1,1,1,1,1,1,2,1,1,2,2,2,1,4,2,1,1,5,3
Kazakhstan,1,39,10,2,2,5,3,2,6,1,1,1,1,1,1,1,1,2,1,3,3,2,1,1,1,4,1,1,1,4
Kazakhstan,1,36,12,3,3,3,3,2,5,2,1,1,1,1,1,1,1,2,1,3,3,3,2,1,2,3,2,1,2,4
Kazakhstan,2,37,15,2,2,5,3,2,5,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,3,5,1,1,2,5
Kazakhstan,1,38,15,2,2,3,3,2,7,1,2,1,2,2,2,1,2,2,1,3,3,3,2,1,2,6,1,1,6,5
Kazakhstan,1,41,14,1,1,5,3,2,5,2,2,1,1,1,1,1,1,1,1,2,2,1,1,1,5,3,1,1,1,6
Kazakhstan,2,52,23,1,0,3,3,2,4,3,4,3,2,3,3,1,4,5,3,5,6,6,2,2,4,5,1,1,4,6
Kazakhstan,1,43,15,2,2,3,3,2,6,2,2,1,1,1,1,1,1,1,1,4,4,3,1,1,2,7,1,1,1,7
Kazakhstan,2,34,11,2,2,3,3,2,5,2,2,1,1,1,1,1,1,2,1,3,2,3,1,1,1,2,1,1,2,7
Kazakhstan,2,36,15,2,2,5,3,2,4,2,1,1,1,1,1,1,1,2,1,1,1,1,2,1,6,2,1,1,2,7
Kazakhstan,2,28,8,1,1,3,3,2,6,2,3,1,1,1,1,1,1,1,1,1,1,1,3,3,3,4,2,2,2,7
Kazakhstan,1,42,23,2,2,5,1,2,5,4,2,1,3,1,1,1,1,1,1,4,2,3,1,1,7,6,1,1,7,7
Kazakhstan,2,58,23,2,2,3,3,11,4,2,1,1,1,1,1,1,1,2,1,2,2,2,1,1,1,1,1,1,1,1
Kazakhstan,1,31,6,2,2,3,3,11,4,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Kazakhstan,1,31,8,2,2,5,3,11,4,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1
Kazakhstan,1,33,9,2,2,5,2,11,4,3,1,1,1,1,1,1,1,1,1,2,1,1,1,1,4,1,1,1,1,1
Kazakhstan,1,21,1,0,0,3,1,11,7,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1
Kazakhstan,2,33,12,2,2,5,3,11,4,6,2,1,2,1,1,1,1,4,1,1,1,1,2,1,7,3,2,1,1,1
Kazakhstan,1,29,9,2,2,3,3,11,4,2,3,2,1,1,1,1,1,1,1,4,3,3,1,1,2,1,1,1,2,1
Kazakhstan,1,34,7,2,2,5,4,11,5,6,1,2,1,1,2,1,1,1,1,1,1,1,3,1,2,1,1,1,2,1
Kazakhstan,2,36,13,2,2,3,3,11,3,7,1,2,2,1,1,1,1,2,1,1,1,1,3,1,4,1,1,1,2,1
Kazakhstan,2,46,15,2,2,5,4,11,3,5,3,4,1,1,1,2,3,5,2,5,5,5,4,3,2,1,3,1,2,1
Kazakhstan,2,61,39,2,0,3,3,11,4,3,1,1,1,1,1,1,1,2,1,2,2,2,2,4,4,1,1,1,6,1
Kazakhstan,2,42,19,2,2,3,3,11,4,3,1,1,1,1,1,1,1,2,1,2,2,2,2,4,5,2,1,1,6,1
Kazakhstan,2,42,17,2,2,3,3,11,4,4,4,2,1,1,1,1,2,1,1,1,1,1,1,1,7,1,1,1,7,1
Kazakhstan,2,30,6,2,2,5,3,11,4,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2
Kazakhstan,1,32,8,2,2,5,2,11,3,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,3,1,1,1,2
Kazakhstan,1,41,12,2,2,3,3,11,4,7,3,1,1,1,1,1,1,2,1,1,1,1,1,1,6,3,1,1,1,2
Kazakhstan,1,34,9,2,2,5,3,11,4,2,1,1,1,1,1,1,1,1,1,2,1,2,1,1,3,5,1,1,1,2
Kazakhstan,1,34,8,1,1,5,2,11,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,2,2
Kazakhstan,1,25,2,0,0,3,2,11,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,2,2
Kazakhstan,2,24,2,1,1,5,2,11,4,3,3,1,2,1,1,1,1,1,1,1,1,1,2,1,2,2,1,1,2,2
Kazakhstan,1,48,15,2,2,5,3,11,4,3,2,3,1,1,1,1,2,4,1,4,5,5,2,2,2,2,1,1,2,2
Kazakhstan,1,35,10,2,2,5,2,11,4,2,1,1,1,1,1,1,1,2,1,2,2,3,2,2,2,3,2,2,2,2
Kazakhstan,2,37,15,3,3,5,3,11,4,6,1,1,1,1,1,2,2,2,1,3,4,4,2,2,4,3,2,2,3,2
Kazakhstan,2,32,7,2,2,5,2,11,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,1,1,1,3
Kazakhstan,2,27,5,1,1,5,2,11,7,3,2,1,1,1,1,1,1,2,1,3,2,3,3,2,6,2,1,1,2,3
Kazakhstan,1,33,7,1,1,5,3,11,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,1,1,2,3
Kazakhstan,2,38,15,2,2,5,3,11,4,2,1,1,1,1,1,1,1,2,1,2,2,2,1,1,3,4,1,1,2,3
Kazakhstan,2,32,8,1,1,5,2,11,4,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,3,3,2,2,2,3
Kazakhstan,1,35,7,2,2,5,2,11,7,6,2,2,2,2,2,2,2,3,1,2,4,3,1,1,7,4,1,1,7,3
Kazakhstan,1,35,10,2,2,5,2,11,5,3,2,1,1,1,1,1,1,2,1,2,4,3,1,1,2,5,1,1,2,4
Kazakhstan,2,33,13,2,2,3,3,11,3,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,5,5,1,1,2,4
Kazakhstan,2,35,10,2,2,3,3,11,5,2,1,1,1,1,1,1,1,2,1,3,2,2,1,1,2,4,1,1,3,4
Kazakhstan,2,32,9,2,2,3,2,11,2,4,1,1,1,1,1,1,1,1,1,1,2,1,3,3,4,4,2,2,3,4
Kazakhstan,1,35,13,2,2,3,2,11,5,7,1,1,1,1,1,1,1,1,1,1,1,1,1,2,4,1,1,1,4,4
Kazakhstan,2,22,1,0,0,3,1,11,2,4,1,1,1,1,1,1,1,1,1,2,1,2,4,4,3,2,1,1,4,4
Kazakhstan,2,39,18,2,2,3,3,11,3,4,1,1,1,1,1,1,1,1,1,1,1,1,3,3,2,4,3,3,4,4
Kazakhstan,2,32,9,2,2,5,3,11,3,2,1,1,1,1,1,1,1,2,1,2,2,3,2,2,2,6,1,1,1,5
Kazakhstan,2,33,10,2,2,3,2,11,4,3,1,1,1,1,1,1,2,2,1,2,2,4,1,1,2,5,1,1,2,5
Kazakhstan,1,35,13,2,2,5,3,11,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,1,1,3,5
Kazakhstan,2,30,7,2,2,5,2,11,4,7,3,2,1,1,1,1,1,4,1,4,3,6,1,1,4,3,1,1,4,5
Kazakhstan,1,50,23,1,0,5,4,11,4,4,2,3,2,2,2,1,2,2,2,5,5,5,4,3,5,4,1,1,5,5
Kazakhstan,2,29,9,2,2,3,3,11,3,2,2,2,1,1,1,1,1,2,1,3,4,3,2,1,2,5,1,1,1,6
Kazakhstan,1,58,23,2,2,5,3,11,4,3,1,1,1,1,1,1,1,1,1,2,1,2,1,1,3,6,1,1,2,6
Kazakhstan,1,39,15,2,2,5,3,11,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,5,6,1,1,3,6
Kazakhstan,2,31,7,1,1,3,3,11,4,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,5,6,1,1,4,6
Kazakhstan,2,39,15,2,2,5,3,11,5,6,2,2,2,2,1,2,2,3,2,3,3,5,3,2,6,2,4,2,6,6
Kazakhstan,2,40,15,2,2,3,3,11,6,3,2,1,2,1,1,1,1,1,1,3,3,3,1,1,2,6,1,1,1,7
Kazakhstan,1,31,8,1,1,5,3,11,6,3,1,1,1,1,1,1,1,1,1,3,3,3,2,2,2,7,1,1,2,7
Kazakhstan,2,35,12,2,2,5,2,4,6,1,2,1,1,1,1,1,1,1,1,3,3,2,1,1,1,1,1,1,1,1
Kazakhstan,1,45,22,3,3,5,3,4,4,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Kazakhstan,2,44,22,3,3,5,3,4,4,3,2,1,2,2,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1
Kazakhstan,1,45,18,2,2,3,3,4,6,4,1,1,1,1,1,1,1,2,1,1,1,1,3,1,1,1,1,1,1,1
Kazakhstan,1,36,12,2,2,5,2,4,5,1,2,1,1,1,1,1,1,1,1,2,2,1,2,3,3,1,1,1,1,1
Kazakhstan,2,30,8,2,2,5,3,4,4,6,2,1,2,1,1,1,1,2,1,3,3,3,3,1,1,1,2,1,1,1
Kazakhstan,1,59,37,2,2,5,3,4,7,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1
Kazakhstan,2,59,37,2,2,5,3,4,7,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1
Kazakhstan,2,31,8,2,2,5,3,4,4,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,2,1
Kazakhstan,1,34,2,1,1,5,3,4,4,4,2,1,1,1,1,1,1,2,1,1,1,1,4,2,2,1,4,1,2,1
Kazakhstan,2,49,24,1,1,5,3,4,6,2,2,2,2,2,1,1,1,1,1,2,2,2,1,1,3,3,1,1,3,1
Kazakhstan,2,39,16,3,3,5,3,4,4,4,2,1,1,1,1,1,1,2,1,1,1,1,2,2,4,2,2,1,4,1
Kazakhstan,2,35,11,3,3,3,1,4,4,3,1,2,1,1,1,1,1,2,1,2,3,4,1,1,4,1,1,1,5,1
Kazakhstan,1,27,5,1,1,5,2,4,4,5,1,2,1,1,1,1,1,4,1,3,4,3,3,3,6,2,2,2,6,1
Kazakhstan,1,42,17,2,2,5,2,4,4,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,2
Kazakhstan,2,36,11,2,2,5,3,4,4,2,2,1,1,1,1,1,1,2,1,2,1,1,1,1,2,2,1,1,1,2
Kazakhstan,2,25,5,3,3,5,2,4,5,6,1,1,1,1,1,1,1,2,1,1,1,1,2,2,3,2,1,1,1,2
Kazakhstan,1,26,5,3,3,5,2,4,6,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,3,1,1,1,2
Kazakhstan,2,35,17,2,2,5,3,4,5,2,2,1,1,2,1,1,2,3,1,3,3,3,1,1,1,1,1,1,2,2
Kazakhstan,2,38,14,2,2,5,3,4,4,2,2,1,1,2,1,1,1,4,1,2,3,2,1,1,1,1,1,1,2,2
Kazakhstan,1,34,17,2,2,5,3,4,6,3,1,1,1,1,1,1,1,2,1,2,2,2,1,1,2,1,1,1,2,2
Kazakhstan,1,36,11,2,2,5,3,4,4,2,1,1,1,1,1,1,1,4,1,1,1,2,1,1,3,2,1,1,2,2
Kazakhstan,1,36,12,2,2,5,2,4,4,1,2,1,1,1,1,1,1,1,1,2,2,1,1,2,3,2,1,1,2,2
Kazakhstan,1,39,14,2,2,5,3,4,4,3,1,1,1,1,1,1,1,2,1,2,2,2,1,1,2,3,1,1,2,2
Kazakhstan,1,35,8,2,2,5,3,4,4,3,1,1,2,1,1,1,1,2,1,2,2,3,3,2,2,3,2,1,2,2
Kazakhstan,1,49,24,1,1,3,3,4,5,3,2,2,1,1,1,1,1,1,1,1,1,1,3,3,2,2,2,2,2,2
Kazakhstan,2,34,10,2,2,3,3,4,3,3,2,2,2,1,1,1,1,2,1,1,1,1,3,1,4,2,2,2,2,2
Kazakhstan,1,41,16,2,2,5,4,4,4,6,4,1,1,1,1,1,1,1,1,1,1,5,3,3,1,1,1,1,1,3
Kazakhstan,1,34,10,2,2,5,3,4,4,4,2,1,1,3,1,1,1,1,1,1,2,1,1,2,1,2,1,1,1,3
Kazakhstan,1,38,16,3,3,5,3,4,4,5,4,2,1,1,1,1,1,1,1,3,2,3,2,1,2,2,1,1,1,3
Kazakhstan,2,42,17,2,2,5,2,4,4,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,3
Kazakhstan,1,36,10,2,2,5,3,4,3,2,1,1,1,1,1,1,2,2,1,1,1,1,1,1,3,5,1,1,2,3
Kazakhstan,1,40,15,2,2,5,3,4,4,3,1,1,1,1,1,1,1,2,2,2,2,2,2,2,3,5,1,1,2,3
Kazakhstan,2,44,16,2,2,5,4,4,3,6,2,2,2,2,1,1,2,2,1,3,3,3,3,3,3,2,3,3,3,3
Kazakhstan,1,54,30,2,0,3,3,4,4,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,3,3,3,3,3,3
Kazakhstan,1,37,15,2,2,3,2,4,5,3,2,2,1,1,1,1,1,2,1,3,3,3,3,3,6,6,2,3,6,3
Kazakhstan,2,33,10,2,2,5,3,4,4,3,1,1,1,1,1,1,1,3,1,2,2,3,1,2,2,3,1,1,1,5
Kazakhstan,1,31,7,2,2,5,2,4,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,5,1,1,1,5
Kazakhstan,2,24,2,0,0,3,2,4,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,4,1,1,2,5
Kazakhstan,2,53,30,2,0,5,3,4,4,3,1,1,1,2,2,1,1,3,1,2,2,2,1,1,5,4,1,1,2,5
Kazakhstan,2,29,5,1,1,3,3,4,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,5,1,1,2,5
Kazakhstan,1,38,15,3,3,5,3,4,4,3,1,1,1,1,2,1,2,2,1,2,4,4,2,2,3,5,1,1,2,5
Kazakhstan,1,37,8,2,2,5,3,4,5,2,2,2,1,1,1,1,1,3,1,2,1,2,3,4,3,5,2,2,2,5
Kazakhstan,2,31,10,2,2,3,2,4,4,3,1,1,1,2,1,1,1,2,1,2,3,2,1,1,5,6,1,1,3,5
Kazakhstan,2,30,8,2,2,5,2,4,3,1,1,1,1,1,1,1,1,2,1,1,1,2,2,2,2,6,1,1,2,6
Kazakhstan,1,36,11,2,2,3,3,4,4,2,1,1,1,1,1,1,1,2,1,3,1,2,1,1,1,6,1,1,1,7
Kazakhstan,2,27,7,1,1,3,3,4,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,1,1,1,7
Kazakhstan,1,29,7,1,1,5,2,4,3,2,1,1,1,1,1,1,1,1,1,2,2,2,1,1,4,7,1,1,1,7
Kazakhstan,1,29,5,1,1,5,3,4,3,3,1,1,1,1,1,1,1,1,1,1,1,2,1,1,4,7,1,1,2,7
Kazakhstan,1,35,11,3,3,5,1,4,4,3,2,1,2,1,1,1,1,1,1,3,2,3,1,1,6,6,1,1,7,7
Kazakhstan,2,27,8,2,2,5,3,5,7,3,3,1,2,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3
Kenia,1,42,17,3,3,3,2,1,4,7,3,2,2,4,2,2,2,2,2,3,3,3,1,1,1,1,1,1,1,1
Kenia,1,33,11,3,0,5,1,1,1,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Kenia,1,22,2,0,2,5,1,1,7,1,1,1,1,1,1,1,1,1,1,1,1,1,7,7,1,1,1,1,1,1
Kenia,1,27,5,2,2,5,3,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1
Kenia,1,30,5,2,1,5,3,1,4,3,2,2,1,1,1,2,2,2,1,5,5,6,1,1,7,3,1,1,1,1
Kenia,2,28,5,2,0,5,3,1,4,4,1,1,1,2,1,1,1,1,1,3,3,3,2,1,4,4,1,1,1,1
Kenia,2,35,5,2,2,4,3,1,3,2,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,3,1,1
Kenia,1,28,4,2,2,3,2,1,4,3,1,1,1,1,1,1,1,1,1,2,2,2,2,3,1,1,3,3,1,1
Kenia,2,25,5,1,1,4,2,1,1,1,2,2,2,2,2,1,1,2,1,3,4,4,2,5,2,5,1,1,2,1
Kenia,2,36,10,2,2,4,3,1,5,4,1,1,2,2,3,1,1,3,1,2,2,3,2,1,7,7,7,7,5,1
Kenia,2,25,1,0,1,5,3,1,3,2,1,1,1,1,1,1,1,1,1,1,1,1,2,5,2,1,6,2,6,1
Kenia,2,32,4,1,0,4,3,1,5,7,2,2,1,2,1,2,3,3,3,5,4,4,1,1,1,2,1,1,7,1
Kenia,2,38,11,2,2,5,3,1,3,2,1,1,2,2,1,1,1,1,1,1,2,2,7,7,5,2,1,1,1,2
Kenia,1,40,16,3,3,5,3,1,3,2,2,2,2,1,2,1,2,2,2,3,3,3,2,2,2,2,1,1,3,2
Kenia,2,46,5,2,2,4,2,1,1,3,1,1,2,1,1,1,1,2,1,2,2,1,2,2,5,2,1,1,3,2
Kenia,2,28,6,1,0,5,2,1,4,2,1,2,3,1,2,2,2,2,2,4,4,4,2,2,5,3,2,1,3,2
Kenia,2,34,5,2,1,4,2,1,4,1,1,2,2,1,1,1,1,1,1,2,2,3,1,1,3,5,1,1,5,2
Kenia,2,32,5,1,1,4,3,1,1,4,1,1,1,1,1,1,1,1,1,6,7,7,1,1,5,5,4,4,1,3
Kenia,1,30,10,3,0,4,3,1,1,3,1,1,1,1,3,1,1,1,1,1,1,1,7,3,3,7,1,5,1,3
Kenia,2,38,16,3,0,5,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,3,3,5,1,1,3,3
Kenia,2,30,1,1,3,5,3,1,4,5,4,3,4,5,5,3,3,2,3,4,4,3,5,1,2,7,2,2,5,3
Kenia,1,30,10,2,2,5,3,1,4,3,2,1,1,2,1,1,1,1,1,3,3,3,2,1,2,1,1,7,7,3
Kenia,2,28,8,3,3,3,3,1,4,7,2,2,2,4,2,1,2,2,2,4,4,4,1,1,1,1,1,1,1,4
Kenia,2,21,1,0,0,5,2,1,3,5,1,1,1,1,1,1,1,1,1,6,6,6,2,1,5,6,2,1,4,4
Kenia,1,33,12,1,1,5,1,1,2,3,1,1,1,2,1,1,1,1,1,2,2,2,1,1,7,6,1,1,6,4
Kenia,1,26,2,0,0,5,3,1,4,6,1,1,1,1,1,1,1,1,1,2,2,2,1,1,6,2,2,1,7,4
Kenia,2,24,3,1,1,4,3,1,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,5,1,1,5
Kenia,1,35,8,3,0,4,3,1,4,4,4,4,2,4,5,3,3,5,3,6,6,6,4,3,5,4,1,1,2,5
Kenia,1,37,14,2,2,4,3,1,2,7,2,2,1,2,2,1,1,2,2,3,3,3,2,1,2,4,4,1,2,5
Kenia,1,50,24,2,1,4,2,1,4,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,5,1,1,1,5,5
Kenia,2,50,15,7,7,5,3,1,4,1,1,1,1,2,1,1,1,1,1,3,1,2,2,1,1,3,2,2,5,5
Kenia,1,35,7,1,4,4,3,1,4,3,1,1,1,2,1,1,1,1,1,2,2,2,2,1,1,2,4,6,1,6
Kenia,1,49,20,3,5,4,2,1,4,5,3,2,3,3,4,2,2,3,2,3,4,3,2,1,4,5,2,1,3,6
Kenia,1,40,19,2,2,5,3,1,2,7,1,1,1,1,2,1,1,2,1,2,2,2,2,1,6,7,1,1,5,6
Kenia,2,29,1,0,2,5,2,1,2,5,1,1,1,2,2,1,1,1,1,2,2,2,3,2,5,5,2,2,5,6
Kenia,2,31,7,2,2,5,3,1,4,3,1,1,1,1,1,1,1,2,1,3,1,2,1,2,3,1,1,1,6,6
Kenia,2,30,10,2,3,5,3,1,2,7,4,1,1,4,4,1,1,1,1,4,3,5,1,1,6,6,1,1,7,6
Kenia,2,45,17,2,3,5,2,1,3,5,1,1,2,2,3,1,1,1,1,2,2,2,1,1,6,6,2,2,7,6
Kenia,1,31,4,1,1,5,3,1,3,3,3,3,3,3,3,1,2,2,2,4,3,4,1,1,2,3,4,2,7,6
Kenia,1,29,3,2,2,5,3,1,4,7,1,1,1,1,1,1,1,2,1,1,1,2,1,3,5,5,3,3,7,6
Kenia,1,30,7,2,2,5,3,1,4,5,2,1,1,2,1,1,1,1,1,3,3,3,2,2,7,7,1,1,1,7
Kenia,1,28,7,0,0,5,3,1,4,3,1,1,1,1,1,1,1,1,1,2,2,2,1,1,2,4,2,1,1,7
Kenia,1,26,2,1,0,4,3,1,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,1,7
Kenia,1,31,10,2,2,4,3,1,4,4,1,2,1,1,1,1,1,1,1,1,1,1,2,7,7,7,1,2,2,7
Kenia,1,29,6,1,0,5,3,1,5,3,2,2,1,1,2,1,2,2,1,4,5,4,3,4,2,5,1,2,3,7
Kenia,2,25,1,0,0,4,3,1,4,3,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,3,1,4,7
Kenia,2,35,6,2,2,5,3,1,3,3,1,1,1,2,2,1,1,2,2,2,3,2,2,2,4,7,7,3,4,7
Kenia,1,28,6,1,1,5,3,1,5,5,4,4,4,4,4,2,4,4,2,4,3,3,2,2,5,5,2,1,6,7
Kenia,2,28,2,1,1,5,2,1,4,3,1,1,1,1,1,1,1,1,1,2,1,1,1,1,7,7,1,1,7,7
Kenia,1,50,20,5,1,3,3,2,4,3,1,1,3,1,3,1,1,3,1,4,1,4,1,1,1,1,1,1,1,1
Kenia,2,48,22,5,8,5,2,2,4,1,2,2,2,2,2,2,2,2,2,3,3,3,1,1,1,1,1,1,1,1
Kenia,1,40,12,2,0,3,1,2,1,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,1,1,1,1,1
Kenia,2,32,10,3,4,5,3,2,3,2,1,1,1,1,1,1,1,1,1,2,2,2,1,1,3,3,1,1,1,1
Kenia,1,48,21,4,0,5,3,2,4,2,1,1,1,1,1,1,1,1,1,2,2,2,3,6,2,6,1,1,1,1
Kenia,2,39,11,2,3,5,2,2,4,2,1,1,1,1,1,1,1,1,1,4,4,4,1,1,3,5,2,2,1,1
Kenia,1,27,4,1,1,5,3,2,4,3,1,2,1,1,1,1,1,1,1,3,2,1,1,1,4,3,1,1,3,1
Kenia,1,28,2,3,6,5,2,2,4,2,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,2,1,1,1,2
Kenia,1,28,2,3,6,5,2,2,4,2,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,2,1,1,1,2
Kenia,1,30,5,2,0,5,3,2,4,3,2,1,1,1,1,1,1,2,1,5,4,4,1,1,1,3,1,1,1,2
Kenia,1,35,8,3,5,5,3,2,3,3,1,1,1,1,2,2,1,2,1,3,2,3,1,1,3,3,1,1,3,2
Kenia,2,34,7,2,2,4,3,2,3,2,1,2,2,1,1,1,2,1,1,2,3,2,2,2,3,3,1,1,3,2
Kenia,2,32,12,4,4,3,3,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,6,6,3,2,5,2
Kenia,1,28,2,0,0,5,3,2,4,1,2,1,1,2,1,1,1,1,1,2,2,2,1,1,2,3,1,1,2,3
Kenia,2,25,1,1,1,4,3,2,3,5,1,1,1,1,2,1,1,1,1,2,2,2,3,3,3,3,3,3,3,3
Kenia,1,29,3,1,1,5,4,2,4,5,2,1,1,2,1,1,2,1,1,2,2,2,3,1,4,3,3,1,4,3
Kenia,2,32,5,1,0,4,2,2,2,3,2,3,2,3,1,1,2,1,1,3,2,2,4,3,7,3,4,3,5,3
Kenia,2,31,6,1,0,4,3,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5
Kenia,2,31,5,2,1,4,4,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,2,1,5
Kenia,1,34,7,2,0,5,3,2,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,2,1,1,2,5
Kenia,1,28,4,2,0,5,3,2,4,2,1,2,1,2,2,1,1,2,2,2,2,2,2,2,4,4,2,2,2,6
Kenia,2,28,2,1,1,5,3,2,4,3,1,1,1,1,1,1,1,1,1,2,2,2,2,2,3,7,3,2,3,6
Kenia,2,38,15,2,2,5,3,2,3,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,2,1,1,6,6
Kenia,2,27,2,1,1,1,3,2,4,1,1,1,1,1,1,1,1,1,1,3,2,2,3,2,6,7,2,1,6,6
Kenia,1,49,22,2,0,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,7,1,5,7,7,6,6
Kenia,2,29,2,1,0,5,3,2,4,3,2,1,1,1,1,2,2,2,2,2,2,3,2,1,1,5,5,1,1,7
Kenia,2,29,3,1,0,5,2,2,4,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,5,5,1,1,2,7
Kenia,1,26,3,1,0,4,3,2,7,7,1,1,1,1,1,1,1,1,1,2,2,2,2,1,7,6,2,1,2,7
Kenia,2,30,4,1,2,5,3,2,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,5,7
Kenia,1,29,5,2,2,5,3,2,1,3,1,1,1,1,1,1,1,3,1,1,2,2,3,3,1,3,1,1,7,7
Kenia,2,34,9,3,3,5,3,2,1,2,2,1,1,1,2,1,1,1,1,2,2,2,2,3,5,6,3,1,7,7
Kenia,1,40,15,2,0,4,2,2,3,3,1,1,1,1,1,1,1,1,1,2,2,2,2,1,7,3,6,6,7,7
Kenia,1,20,3,2,2,5,3,4,2,7,1,1,1,1,1,1,1,2,1,2,2,2,1,1,1,1,1,1,1,1
Kenia,2,21,3,1,1,5,1,4,1,7,1,1,1,1,1,1,1,2,1,2,2,2,1,1,1,1,1,1,1,1
Kenia,2,23,1,1,1,5,2,4,2,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1
Kenia,2,31,10,4,6,5,1,4,1,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1
Kenia,1,45,25,4,5,1,3,4,1,7,1,1,2,1,1,1,1,1,1,2,2,2,1,1,1,1,7,1,1,1
Kenia,1,20,2,0,5,3,1,4,6,1,2,1,1,1,1,1,1,1,2,6,6,5,2,4,3,1,1,2,3,1
Kenia,2,33,5,1,3,5,3,4,2,3,1,1,1,1,1,1,1,1,1,2,2,2,1,2,1,1,3,2,1,2
Kenia,1,33,5,2,3,3,3,4,2,7,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,2,2,2,2
Kenia,2,22,1,0,8,5,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,3
Kenia,2,37,10,2,0,3,4,4,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3
Kenia,1,41,2,0,3,2,4,6,5,1,1,1,1,3,1,1,1,1,7,1,1,6,7,2,1,3,2,4,1,3
Kenia,1,24,1,1,4,1,6,7,3,1,1,1,1,1,1,1,1,1,7,1,1,5,1,1,7,7,1,1,7,4
Kenia,2,35,10,3,3,3,3,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,6,6,6,2,2,6
Malaysia,1,31,7,2,0,5,3,2,4,1,2,1,1,1,1,1,1,3,1,3,3,3,4,4,5,2,1,1,1,1
Malaysia,1,42,17,4,0,4,2,4,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Malaysia,2,47,22,2,0,5,3,4,4,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
